2025-08-16 16:51:50,443 | INFO | plot_audio | Saved plot_audio -> figures/audio_0ms_1000ms_1.png
2025-09-01 23:38:14,968 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-01 23:38:15,157 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-01 23:38:15,265 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-01 23:38:15,360 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-01 23:38:15,374 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-01 23:38:55,211 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-01 23:38:55,397 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-01 23:38:55,509 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-01 23:38:55,611 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-01 23:38:55,625 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-01 23:39:29,584 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-01 23:39:29,771 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-01 23:39:29,880 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-01 23:39:29,979 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-01 23:39:29,993 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-02 09:11:17,403 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-02 09:11:17,587 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 09:11:17,697 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-02 09:11:17,792 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 09:11:17,806 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-02 09:30:04,930 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-02 09:30:05,145 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 09:30:05,274 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-02 09:30:05,392 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 09:30:05,408 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-02 09:32:12,300 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-02 09:32:12,487 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 09:32:12,599 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-02 09:32:12,700 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 09:32:12,714 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-02 10:14:27,044 | INFO | load_mat_for_subject | Loaded MAT for S2 from /home/naren-root/Dataset/DATA_preproc/S2_data_preproc.mat
2025-09-02 10:14:27,233 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 10:14:27,334 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-09-02 10:14:27,438 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 10:14:27,452 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-02 10:56:40,143 | INFO | load_mat_for_subject | Loaded MAT for S3 from /home/naren-root/Dataset/DATA_preproc/S3_data_preproc.mat
2025-09-02 10:56:40,336 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 10:56:40,441 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-09-02 10:56:40,550 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 10:56:40,564 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-09-02 11:38:50,811 | INFO | load_mat_for_subject | Loaded MAT for S4 from /home/naren-root/Dataset/DATA_preproc/S4_data_preproc.mat
2025-09-02 11:38:51,001 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 11:38:51,107 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-09-02 11:38:51,215 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 11:38:51,229 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-09-02 12:18:58,413 | INFO | load_mat_for_subject | Loaded MAT for S5 from /home/naren-root/Dataset/DATA_preproc/S5_data_preproc.mat
2025-09-02 12:18:58,602 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 12:18:58,709 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-09-02 12:18:58,819 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 12:18:58,833 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-09-02 14:40:28,842 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-02 14:40:29,040 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 14:40:29,147 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-02 14:40:29,248 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 14:40:29,277 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-02 15:44:27,467 | INFO | load_mat_for_subject | Loaded MAT for S2 from /home/naren-root/Dataset/DATA_preproc/S2_data_preproc.mat
2025-09-02 15:44:27,653 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 15:44:27,756 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-09-02 15:44:27,863 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 15:44:27,878 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-02 16:47:52,189 | INFO | load_mat_for_subject | Loaded MAT for S3 from /home/naren-root/Dataset/DATA_preproc/S3_data_preproc.mat
2025-09-02 16:47:52,383 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 16:47:52,489 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-09-02 16:47:52,602 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 16:47:52,616 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-09-02 17:51:06,720 | INFO | load_mat_for_subject | Loaded MAT for S4 from /home/naren-root/Dataset/DATA_preproc/S4_data_preproc.mat
2025-09-02 17:51:06,918 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 17:51:07,024 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-09-02 17:51:07,139 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 17:51:07,153 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-09-02 18:55:05,949 | INFO | load_mat_for_subject | Loaded MAT for S5 from /home/naren-root/Dataset/DATA_preproc/S5_data_preproc.mat
2025-09-02 18:55:06,147 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 18:55:06,254 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-09-02 18:55:06,366 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 18:55:06,380 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-09-02 19:59:35,694 | INFO | load_mat_for_subject | Loaded MAT for S6 from /home/naren-root/Dataset/DATA_preproc/S6_data_preproc.mat
2025-09-02 19:59:35,896 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 19:59:36,004 | INFO | load_subject | Loaded subject S6: EEG (66, 192000), two_streams=True
2025-09-02 19:59:36,116 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 19:59:36,130 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-09-02 21:04:19,255 | INFO | load_mat_for_subject | Loaded MAT for S7 from /home/naren-root/Dataset/DATA_preproc/S7_data_preproc.mat
2025-09-02 21:04:19,462 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 21:04:19,624 | INFO | load_subject | Loaded subject S7: EEG (66, 192000), two_streams=True
2025-09-02 21:04:19,736 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 21:04:19,750 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.633, B%=0.367
2025-09-02 22:09:13,742 | INFO | load_mat_for_subject | Loaded MAT for S8 from /home/naren-root/Dataset/DATA_preproc/S8_data_preproc.mat
2025-09-02 22:09:13,940 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 22:09:14,083 | INFO | load_subject | Loaded subject S8: EEG (66, 192000), two_streams=True
2025-09-02 22:09:14,197 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 22:09:14,211 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.333, B%=0.667
2025-09-02 23:13:44,497 | INFO | load_mat_for_subject | Loaded MAT for S9 from /home/naren-root/Dataset/DATA_preproc/S9_data_preproc.mat
2025-09-02 23:13:44,699 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-02 23:13:44,886 | INFO | load_subject | Loaded subject S9: EEG (66, 192000), two_streams=True
2025-09-02 23:13:45,000 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-02 23:13:45,014 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-09-03 00:18:14,975 | INFO | load_mat_for_subject | Loaded MAT for S10 from /home/naren-root/Dataset/DATA_preproc/S10_data_preproc.mat
2025-09-03 00:18:15,173 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 00:18:15,280 | INFO | load_subject | Loaded subject S10: EEG (66, 192000), two_streams=True
2025-09-03 00:18:15,392 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 00:18:15,407 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-09-03 01:22:46,393 | INFO | load_mat_for_subject | Loaded MAT for S11 from /home/naren-root/Dataset/DATA_preproc/S11_data_preproc.mat
2025-09-03 01:22:46,603 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 01:22:46,712 | INFO | load_subject | Loaded subject S11: EEG (66, 192000), two_streams=True
2025-09-03 01:22:46,829 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 01:22:46,844 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-09-03 01:42:24,499 | INFO | load_mat_for_subject | Loaded MAT for S12 from /home/naren-root/Dataset/DATA_preproc/S12_data_preproc.mat
2025-09-03 01:42:24,693 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 01:42:24,866 | INFO | load_subject | Loaded subject S12: EEG (66, 192000), two_streams=True
2025-09-03 01:42:24,980 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 01:42:24,995 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-03 02:46:43,408 | INFO | load_mat_for_subject | Loaded MAT for S13 from /home/naren-root/Dataset/DATA_preproc/S13_data_preproc.mat
2025-09-03 02:46:43,611 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 02:46:43,724 | INFO | load_subject | Loaded subject S13: EEG (66, 192000), two_streams=True
2025-09-03 02:46:43,846 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 02:46:43,860 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-09-03 03:50:49,746 | INFO | load_mat_for_subject | Loaded MAT for S14 from /home/naren-root/Dataset/DATA_preproc/S14_data_preproc.mat
2025-09-03 03:50:49,940 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 03:50:50,075 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-09-03 03:50:50,193 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 03:50:50,209 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-03 04:54:57,712 | INFO | load_mat_for_subject | Loaded MAT for S15 from /home/naren-root/Dataset/DATA_preproc/S15_data_preproc.mat
2025-09-03 04:54:57,916 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 04:54:58,167 | INFO | load_subject | Loaded subject S15: EEG (66, 192000), two_streams=True
2025-09-03 04:54:58,283 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 04:54:58,297 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-03 05:59:07,555 | INFO | load_mat_for_subject | Loaded MAT for S16 from /home/naren-root/Dataset/DATA_preproc/S16_data_preproc.mat
2025-09-03 05:59:07,753 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 05:59:08,003 | INFO | load_subject | Loaded subject S16: EEG (66, 192000), two_streams=True
2025-09-03 05:59:08,115 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 05:59:08,130 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-03 07:03:21,399 | INFO | load_mat_for_subject | Loaded MAT for S17 from /home/naren-root/Dataset/DATA_preproc/S17_data_preproc.mat
2025-09-03 07:03:21,594 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 07:03:21,795 | INFO | load_subject | Loaded subject S17: EEG (66, 192000), two_streams=True
2025-09-03 07:03:21,914 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 07:03:21,929 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-09-03 08:07:27,839 | INFO | load_mat_for_subject | Loaded MAT for S18 from /home/naren-root/Dataset/DATA_preproc/S18_data_preproc.mat
2025-09-03 08:07:28,038 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 08:07:28,213 | INFO | load_subject | Loaded subject S18: EEG (66, 192000), two_streams=True
2025-09-03 08:07:28,329 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 08:07:28,344 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.367, B%=0.633
2025-09-03 09:17:06,374 | INFO | load_mat_for_subject | Loaded MAT for S14 from /home/naren-root/Dataset/DATA_preproc/S14_data_preproc.mat
2025-09-03 09:17:06,579 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 09:17:06,948 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-09-03 09:17:07,053 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 09:17:07,068 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-03 09:51:21,274 | INFO | load_mat_for_subject | Loaded MAT for S14 from /home/naren-root/Dataset/DATA_preproc/S14_data_preproc.mat
2025-09-03 09:51:21,462 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 09:51:21,755 | INFO | load_subject | Loaded subject S14: EEG (66, 192000), two_streams=True
2025-09-03 09:51:21,858 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 09:51:21,882 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-03 23:55:21,811 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-03 23:55:22,014 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-03 23:55:22,122 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-03 23:55:22,222 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-03 23:55:22,250 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-04 00:00:04,488 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-04 00:00:04,674 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 00:00:04,782 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-04 00:00:04,871 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 00:00:04,886 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-04 00:08:09,885 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-04 00:08:10,074 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 00:08:10,181 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-04 00:08:10,270 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 00:08:10,284 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-04 03:37:04,560 | INFO | load_mat_for_subject | Loaded MAT for S2 from /home/naren-root/Dataset/DATA_preproc/S2_data_preproc.mat
2025-09-04 03:37:04,762 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 03:37:04,861 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-09-04 03:37:04,965 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 03:37:04,979 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-04 07:06:23,147 | INFO | load_mat_for_subject | Loaded MAT for S3 from /home/naren-root/Dataset/DATA_preproc/S3_data_preproc.mat
2025-09-04 07:06:23,334 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 07:06:23,439 | INFO | load_subject | Loaded subject S3: EEG (66, 192000), two_streams=True
2025-09-04 07:06:23,547 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 07:06:23,560 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-09-04 10:34:23,187 | INFO | load_mat_for_subject | Loaded MAT for S4 from /home/naren-root/Dataset/DATA_preproc/S4_data_preproc.mat
2025-09-04 10:34:23,388 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 10:34:23,488 | INFO | load_subject | Loaded subject S4: EEG (66, 192000), two_streams=True
2025-09-04 10:34:23,594 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 10:34:23,608 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-09-04 14:02:58,681 | INFO | load_mat_for_subject | Loaded MAT for S5 from /home/naren-root/Dataset/DATA_preproc/S5_data_preproc.mat
2025-09-04 14:02:58,879 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-04 14:02:58,983 | INFO | load_subject | Loaded subject S5: EEG (66, 192000), two_streams=True
2025-09-04 14:02:59,093 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-04 14:02:59,107 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.433, B%=0.567
2025-09-05 10:12:46,149 | INFO | load_mat_for_subject | Loaded MAT for S6 from /home/naren-root/Dataset/DATA_preproc/S6_data_preproc.mat
2025-09-05 10:12:46,346 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-05 10:12:46,451 | INFO | load_subject | Loaded subject S6: EEG (66, 192000), two_streams=True
2025-09-05 10:12:46,539 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-05 10:12:46,557 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.533, B%=0.467
2025-09-05 13:40:40,306 | INFO | load_mat_for_subject | Loaded MAT for S7 from /home/naren-root/Dataset/DATA_preproc/S7_data_preproc.mat
2025-09-05 13:40:40,509 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-05 13:40:40,606 | INFO | load_subject | Loaded subject S7: EEG (66, 192000), two_streams=True
2025-09-05 13:40:40,700 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-05 13:40:40,714 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.633, B%=0.367
2025-09-05 17:08:40,443 | INFO | load_mat_for_subject | Loaded MAT for S8 from /home/naren-root/Dataset/DATA_preproc/S8_data_preproc.mat
2025-09-05 17:08:40,647 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-05 17:08:40,745 | INFO | load_subject | Loaded subject S8: EEG (66, 192000), two_streams=True
2025-09-05 17:08:40,842 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-05 17:08:40,858 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.333, B%=0.667
2025-09-05 20:41:05,584 | INFO | load_mat_for_subject | Loaded MAT for S9 from /home/naren-root/Dataset/DATA_preproc/S9_data_preproc.mat
2025-09-05 20:41:05,784 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-05 20:41:05,907 | INFO | load_subject | Loaded subject S9: EEG (66, 192000), two_streams=True
2025-09-05 20:41:06,013 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-05 20:41:06,028 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-09-06 00:13:32,103 | INFO | load_mat_for_subject | Loaded MAT for S10 from /home/naren-root/Dataset/DATA_preproc/S10_data_preproc.mat
2025-09-06 00:13:32,304 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 00:13:32,415 | INFO | load_subject | Loaded subject S10: EEG (66, 192000), two_streams=True
2025-09-06 00:13:32,519 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 00:13:32,534 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-09-06 03:43:29,295 | INFO | load_mat_for_subject | Loaded MAT for S11 from /home/naren-root/Dataset/DATA_preproc/S11_data_preproc.mat
2025-09-06 03:43:29,508 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 03:43:29,696 | INFO | load_subject | Loaded subject S11: EEG (66, 192000), two_streams=True
2025-09-06 03:43:29,803 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 03:43:29,817 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.467, B%=0.533
2025-09-06 07:13:32,168 | INFO | load_mat_for_subject | Loaded MAT for S12 from /home/naren-root/Dataset/DATA_preproc/S12_data_preproc.mat
2025-09-06 07:13:32,371 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 07:13:32,475 | INFO | load_subject | Loaded subject S12: EEG (66, 192000), two_streams=True
2025-09-06 07:13:32,585 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 07:13:32,599 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-06 15:02:26,678 | INFO | load_mat_for_subject | Loaded MAT for S12 from /home/naren-root/Dataset/DATA_preproc/S12_data_preproc.mat
2025-09-06 15:02:26,872 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 15:02:26,977 | INFO | load_subject | Loaded subject S12: EEG (66, 192000), two_streams=True
2025-09-06 15:02:27,071 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 15:02:27,097 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-06 18:34:38,701 | INFO | load_mat_for_subject | Loaded MAT for S13 from /home/naren-root/Dataset/DATA_preproc/S13_data_preproc.mat
2025-09-06 18:34:38,908 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 18:34:39,131 | INFO | load_subject | Loaded subject S13: EEG (66, 192000), two_streams=True
2025-09-06 18:34:39,241 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 18:34:39,255 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.400, B%=0.600
2025-09-06 22:11:02,670 | INFO | load_mat_for_subject | Loaded MAT for S15 from /home/naren-root/Dataset/DATA_preproc/S15_data_preproc.mat
2025-09-06 22:11:02,886 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-06 22:11:02,990 | INFO | load_subject | Loaded subject S15: EEG (66, 192000), two_streams=True
2025-09-06 22:11:03,113 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-06 22:11:03,128 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-07 01:46:14,759 | INFO | load_mat_for_subject | Loaded MAT for S16 from /home/naren-root/Dataset/DATA_preproc/S16_data_preproc.mat
2025-09-07 01:46:14,958 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-07 01:46:15,097 | INFO | load_subject | Loaded subject S16: EEG (66, 192000), two_streams=True
2025-09-07 01:46:15,210 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-07 01:46:15,224 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
2025-09-07 05:21:31,962 | INFO | load_mat_for_subject | Loaded MAT for S17 from /home/naren-root/Dataset/DATA_preproc/S17_data_preproc.mat
2025-09-07 05:21:32,157 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-07 05:21:32,293 | INFO | load_subject | Loaded subject S17: EEG (66, 192000), two_streams=True
2025-09-07 05:21:32,409 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-07 05:21:32,423 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.600, B%=0.400
2025-09-07 08:56:44,226 | INFO | load_mat_for_subject | Loaded MAT for S18 from /home/naren-root/Dataset/DATA_preproc/S18_data_preproc.mat
2025-09-07 08:56:44,422 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-07 08:56:44,613 | INFO | load_subject | Loaded subject S18: EEG (66, 192000), two_streams=True
2025-09-07 08:56:44,726 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-07 08:56:44,740 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.367, B%=0.633
2025-09-07 18:43:22,877 | INFO | load_mat_for_subject | Loaded MAT for S1 from /home/naren-root/Dataset/DATA_preproc/S1_data_preproc.mat
2025-09-07 18:43:23,087 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-07 18:43:23,366 | INFO | load_subject | Loaded subject S1: EEG (66, 192000), two_streams=True
2025-09-07 18:43:23,479 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-07 18:43:23,507 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.567, B%=0.433
2025-09-07 18:44:11,175 | INFO | load_mat_for_subject | Loaded MAT for S2 from /home/naren-root/Dataset/DATA_preproc/S2_data_preproc.mat
2025-09-07 18:44:11,375 | INFO | _explode_trials_from_group | Exploded group into 60 trials
2025-09-07 18:44:11,567 | INFO | load_subject | Loaded subject S2: EEG (66, 192000), two_streams=True
2025-09-07 18:44:11,669 | INFO | _clean_to_64 | Trimmed EEG channels 66->64
2025-09-07 18:44:11,685 | INFO | subject_eeg_env_ab | Built attended envelope; A%=0.500, B%=0.500
